Best,Epoch,Trades,Avg profit,Median profit,Total profit,Stake currency,Profit,Avg duration,Objective,rsi-value,rsi-enabled,trigger,sell-rsi-value,sell-rsi-enabled,sell-trigger,roi_t1,roi_t2,roi_t3,roi_p1,roi_p2,roi_p3,stoploss
,436,71,-0.07%,0.056423,-0.00049994,BTC,-4.99,91.9 m,4.97644,50,True,bb_lower_1,47,True,sell-bb_lower_1,117,45,10,0.031,0.05,0.098,-0.111
,437,71,-0.06%,0.056423,-0.00042529,BTC,-4.25,84.1 m,4.59142,50,True,bb_lower_1,43,True,sell-bb_lower_1,88,29,36,0.032,0.037,0.144,-0.195
,438,68,0.08%,0.0,0.00055668,BTC,5.56,150.2 m,-1.01903,50,True,bb_lower_1,48,True,sell-bb_upper_1,86,36,10,0.018,0.062,0.192,-0.317
,439,71,-0.05%,0.054036999999999995,-0.00038135,BTC,-3.81,81.1 m,3.83205,50,True,bb_lower_1,33,True,sell-bb_lower_1,41,32,16,0.024,0.03,0.09,-0.159
,440,71,-0.04%,0.056423,-0.00028115,BTC,-2.81,84.1 m,3.54144,50,True,bb_lower_1,44,True,sell-bb_lower_1,100,53,15,0.023,0.02,0.017,-0.311
,441,71,-0.07%,0.056423,-0.00049994,BTC,-4.99,91.9 m,4.97644,50,True,bb_lower_1,47,True,sell-bb_lower_1,83,49,40,0.035,0.034,0.057,-0.27
,442,71,-0.07%,0.056423,-0.00051339,BTC,-5.13,81.8 m,4.93975,50,True,bb_lower_1,30,True,sell-bb_lower_1,104,18,33,0.033,0.036,0.051,-0.172
,443,71,-0.02%,0.056423,-0.00015308,BTC,-1.53,93.4 m,2.80981,50,True,bb_lower_1,49,True,sell-bb_lower_1,104,35,19,0.016,0.013,0.128,-0.338
,444,71,-0.06%,0.056423,-0.00045871,BTC,-4.58,92.5 m,4.69473,50,True,bb_lower_1,48,True,sell-bb_lower_1,112,35,40,0.012,0.048,0.036,-0.31
,445,68,0.03%,0.027018499999999997,0.00018501,BTC,1.85,120.7 m,0.74886,50,True,bb_lower_1,30,True,sell-bb_middle_1,92,17,10,0.031,0.053,0.093,-0.23
,446,137,0.04%,0.0,0.00060099,BTC,6.00,191.4 m,0.25099,48,True,bb_lower_1,71,True,sell-bb_middle_1,91,51,30,0.035,0.034,0.126,-0.026
,447,68,0.05%,0.11959000000000002,0.00031200,BTC,3.12,121.3 m,0.13821,50,True,bb_lower_1,45,True,sell-bb_middle_1,120,17,27,0.013,0.031,0.14,-0.254
,448,68,0.24%,0.027018499999999997,0.00161885,BTC,16.17,153.3 m,-5.15406,50,True,bb_lower_1,44,True,sell-bb_upper_1,89,28,40,0.034,0.026,0.157,-0.303
,449,68,0.21%,0.027018499999999997,0.00140813,BTC,14.07,153.5 m,-4.53437,50,True,bb_lower_1,35,True,sell-bb_upper_1,90,58,14,0.031,0.068,0.09,-0.131
,450,69,-0.00%,0.0,-0.00000438,BTC,-0.04,136.1 m,1.26124,50,True,bb_lower_1,34,True,sell-bb_upper_1,98,50,40,0.011,0.029,0.06,-0.042
,451,68,0.03%,0.027018499999999997,0.00020482,BTC,2.05,121.1 m,0.63208,50,True,bb_lower_1,41,True,sell-bb_middle_1,36,46,33,0.032,0.021,0.031,-0.332
,452,68,0.06%,0.11959000000000002,0.00037854,BTC,3.78,124.2 m,-0.17767,50,True,bb_lower_1,34,True,sell-bb_middle_1,93,51,31,0.035,0.017,0.188,-0.163
,453,68,0.15%,0.027018499999999997,0.00103656,BTC,10.36,152.0 m,-3.06399,50,True,bb_lower_1,33,True,sell-bb_upper_1,85,27,32,0.031,0.052,0.198,-0.326
,454,68,0.21%,0.027018499999999997,0.00144146,BTC,14.40,165.7 m,-4.11671,50,True,bb_lower_1,33,True,sell-bb_upper_1,102,44,39,0.037,0.039,0.049,-0.216
,455,68,0.09%,0.11959000000000002,0.00058564,BTC,5.85,123.3 m,-1.13023,50,True,bb_lower_1,36,True,sell-bb_middle_1,118,49,30,0.012,0.025,0.066,-0.16
,456,68,0.22%,0.027018499999999997,0.00149739,BTC,14.96,163.9 m,-4.45336,50,True,bb_lower_1,38,True,sell-bb_upper_1,115,45,33,0.03,0.05,0.157,-0.293
,457,1109,-0.32%,0.0,-0.03508313,BTC,-350.48,110.5 m,119.58793,22,True,bb_lower_1,97,True,sell-bb_middle_1,54,21,35,0.04,0.055,0.098,-0.023
,458,847,-0.19%,0.0,-0.01623205,BTC,-162.16,159.3 m,47.96499,15,True,bb_lower_1,99,True,sell-bb_middle_1,113,22,37,0.024,0.059,0.122,-0.034
,459,882,-0.25%,0.0,-0.02180470,BTC,-217.83,150.8 m,65.98379,16,True,bb_lower_1,66,True,sell-bb_middle_1,61,56,35,0.025,0.01,0.063,-0.032
,460,778,-0.25%,0.0,-0.01950735,BTC,-194.88,176.2 m,54.60757,25,True,bb_lower_1,94,True,sell-bb_middle_1,119,50,36,0.016,0.044,0.181,-0.037
,461,827,-0.22%,0.0,-0.01831386,BTC,-182.96,156.9 m,57.90130,24,True,bb_lower_1,70,True,sell-bb_middle_1,114,38,39,0.014,0.022,0.021,-0.035
,462,801,-0.25%,0.0,-0.02002914,BTC,-200.09,174.8 m,56.04365,20,True,bb_lower_1,82,True,sell-bb_middle_1,77,38,36,0.03,0.042,0.021,-0.038
,463,851,-0.26%,0.0,-0.02213851,BTC,-221.16,155.6 m,58.08297,10,True,bb_lower_1,82,True,sell-bb_middle_1,79,24,37,0.021,0.02,0.19,-0.038
,464,672,-0.22%,0.0,-0.01450797,BTC,-144.94,225.8 m,35.11580,18,True,bb_lower_1,95,True,sell-bb_middle_1,91,27,40,0.04,0.049,0.157,-0.052
,465,697,-0.30%,0.0,-0.02116993,BTC,-211.49,203.7 m,54.82289,29,True,bb_lower_1,100,True,sell-bb_middle_1,13,55,40,0.034,0.053,0.187,-0.052
,466,677,-0.30%,0.0,-0.02026230,BTC,-202.42,216.9 m,52.08434,25,True,bb_lower_1,91,True,sell-bb_middle_1,51,23,40,0.04,0.033,0.046,-0.058
,467,643,-0.25%,0.0,-0.01637022,BTC,-163.54,240.5 m,37.12260,10,True,bb_lower_1,82,True,sell-bb_middle_1,60,16,34,0.039,0.067,0.174,-0.067
,468,624,-0.19%,0.0,-0.01199889,BTC,-119.87,236.0 m,33.18589,28,True,bb_lower_1,84,True,sell-bb_middle_1,85,32,40,0.021,0.016,0.076,-0.057
,469,604,-0.25%,0.0,-0.01527271,BTC,-152.57,107.3 m,67.24813,42,True,bb_lower_1,85,True,sell-bb_upper_1,52,11,21,0.036,0.064,0.16,-0.023
,470,120,-0.14%,0.0,-0.00169627,BTC,-16.95,113.2 m,8.48730,49,True,bb_lower_1,98,False,sell-bb_upper_1,91,53,31,0.027,0.061,0.14,-0.029
,471,69,0.05%,0.0,0.00036039,BTC,3.60,99.3 m,-0.06323,50,True,bb_lower_1,48,False,sell-bb_upper_1,38,55,16,0.038,0.059,0.169,-0.026
,472,635,-0.22%,0.0,-0.01421540,BTC,-142.01,95.2 m,68.68368,42,True,bb_lower_1,76,False,sell-bb_upper_1,28,58,14,0.031,0.054,0.188,-0.023
,473,634,-0.24%,0.001679,-0.01504347,BTC,-150.29,127.9 m,59.69956,41,True,bb_lower_1,76,False,sell-bb_upper_1,71,54,40,0.02,0.068,0.105,-0.031
,474,683,-0.29%,0.0,-0.02006082,BTC,-200.41,108.6 m,82.66624,41,True,bb_lower_1,58,False,sell-bb_upper_1,51,45,14,0.029,0.063,0.106,-0.028
,475,290,-0.08%,0.0,-0.00229375,BTC,-22.91,135.3 m,12.49351,46,True,bb_lower_1,67,False,sell-bb_upper_1,39,57,31,0.034,0.067,0.09,-0.046
,476,296,-0.01%,0.0,-0.00038071,BTC,-3.80,102.5 m,6.97739,46,True,bb_lower_1,95,False,sell-bb_upper_1,32,54,36,0.027,0.061,0.061,-0.025
,477,478,-0.16%,0.0,-0.00746966,BTC,-74.62,105.3 m,33.17967,44,True,bb_lower_1,39,False,sell-bb_upper_1,40,23,36,0.033,0.049,0.092,-0.03
,478,657,-0.32%,0.0,-0.02082179,BTC,-208.01,118.0 m,84.68342,41,True,bb_lower_1,68,False,sell-bb_upper_1,58,26,40,0.012,0.063,0.117,-0.032
,479,290,0.00%,0.053023,0.00007446,BTC,0.74,127.5 m,4.65392,46,True,bb_lower_1,50,False,sell-bb_upper_1,77,46,38,0.02,0.055,0.131,-0.037
,480,542,-0.27%,0.0,-0.01466393,BTC,-146.49,129.0 m,57.96301,43,True,bb_lower_1,65,False,sell-bb_upper_1,15,41,31,0.032,0.07,0.18,-0.048
,481,59,0.86%,0.299393,0.00507146,BTC,50.66,348.8 m,-16.61894,50,True,bb_lower_1,68,True,sell-bb_upper_1,119,33,27,0.033,0.038,0.179,-0.21
,482,32,-0.51%,0.0,-0.00163696,BTC,-16.35,158.4 m,7.02244,50,True,bb_lower_2,99,True,sell-bb_upper_1,92,19,16,0.036,0.069,0.127,-0.023
,483,69,-0.13%,0.0,-0.00091884,BTC,-9.18,76.1 m,6.16540,50,True,bb_lower_1,46,True,sell-bb_middle_1,48,10,25,0.032,0.054,0.037,-0.023
,484,34,-0.56%,0.0,-0.00191334,BTC,-19.11,211.8 m,6.13208,50,True,bb_lower_2,87,True,sell-bb_upper_1,48,18,25,0.026,0.031,0.026,-0.044
,485,39,-0.49%,-0.04995000000000001,-0.00190941,BTC,-19.08,109.2 m,10.55618,50,True,bb_lower_2,42,True,sell-bb_middle_1,113,12,17,0.035,0.062,0.088,-0.034
,486,31,-0.38%,0.0,-0.00116857,BTC,-11.67,263.2 m,3.20463,50,True,bb_lower_2,99,True,sell-bb_upper_1,55,33,33,0.015,0.052,0.096,-0.057
,487,31,-0.60%,0.0,-0.00186083,BTC,-18.59,293.2 m,4.84488,50,True,bb_lower_2,67,True,sell-bb_upper_1,71,48,17,0.02,0.041,0.165,-0.07
,488,35,-0.52%,0.0,-0.00180692,BTC,-18.05,178.7 m,6.55641,50,True,bb_lower_2,61,True,sell-bb_middle_1,19,53,32,0.036,0.069,0.145,-0.04
,489,36,-0.52%,0.0365485,-0.00188768,BTC,-18.86,157.5 m,7.23896,50,True,bb_lower_2,56,True,sell-bb_upper_1,50,21,22,0.03,0.053,0.147,-0.043
,490,48,-0.90%,0.0,-0.00430700,BTC,-43.03,257.5 m,13.52469,49,True,bb_lower_2,82,True,sell-bb_upper_1,86,30,10,0.038,0.02,0.054,-0.041
,491,34,-0.48%,0.0,-0.00162684,BTC,-16.25,227.6 m,5.31791,50,True,bb_lower_2,95,True,sell-bb_upper_1,21,34,28,0.019,0.056,0.044,-0.053
,492,27,-0.10%,0.0,-0.00027118,BTC,-2.71,702.8 m,0.84818,50,True,bb_lower_2,90,True,sell-bb_upper_1,61,20,22,0.034,0.055,0.139,-0.298
,493,68,0.11%,0.027018499999999997,0.00077956,BTC,7.79,144.0 m,-1.64071,50,True,bb_lower_1,42,False,sell-bb_upper_1,78,53,26,0.017,0.018,0.17,-0.064
,494,72,-0.14%,0.055229999999999994,-0.00103839,BTC,-10.37,75.2 m,6.56123,50,True,bb_lower_1,33,False,sell-bb_lower_1,114,37,23,0.024,0.014,0.014,-0.048
,495,71,-0.11%,0.056423,-0.00076026,BTC,-7.59,79.4 m,5.42021,50,True,bb_lower_1,73,False,sell-bb_lower_1,102,19,32,0.013,0.055,0.132,-0.06
,496,69,0.18%,0.0,0.00126226,BTC,12.61,119.1 m,-3.43310,50,True,bb_lower_1,72,False,sell-bb_upper_1,103,34,37,0.034,0.027,0.143,-0.031
,497,69,-0.07%,0.0,-0.00049969,BTC,-4.99,100.0 m,3.56995,50,True,bb_lower_1,94,False,sell-bb_middle_1,89,16,10,0.014,0.019,0.04,-0.044
,498,68,-0.07%,0.085549,-0.00047851,BTC,-4.78,114.9 m,2.97419,50,True,bb_lower_1,90,False,sell-bb_middle_1,36,39,31,0.01,0.03,0.191,-0.08
,499,69,-0.11%,0.068996,-0.00079374,BTC,-7.93,112.8 m,4.51356,50,True,bb_lower_1,74,False,sell-bb_middle_1,26,41,18,0.01,0.013,0.166,-0.103
,500,68,0.01%,0.027018499999999997,0.00009951,BTC,0.99,118.9 m,1.17245,50,True,bb_lower_1,98,False,sell-bb_middle_1,39,34,31,0.014,0.023,0.11,-0.113
,501,71,-0.07%,0.056423,-0.00046750,BTC,-4.67,78.8 m,4.12258,50,True,bb_lower_1,44,False,sell-bb_lower_1,81,58,30,0.023,0.024,0.133,-0.051
,502,71,-0.07%,0.056423,-0.00051129,BTC,-5.11,80.5 m,3.99564,50,True,bb_lower_1,66,False,sell-bb_lower_1,77,43,28,0.012,0.035,0.023,-0.075
,503,71,-0.11%,0.056423,-0.00077968,BTC,-7.79,80.9 m,5.56539,50,True,bb_lower_1,86,False,sell-bb_lower_1,94,28,39,0.037,0.032,0.194,-0.074
,504,71,-0.14%,0.054036999999999995,-0.00099596,BTC,-9.95,80.7 m,5.92282,50,True,bb_lower_1,85,False,sell-bb_lower_1,63,10,14,0.025,0.041,0.072,-0.093
,505,54,0.83%,0.385493,0.00446161,BTC,44.57,514.4 m,-10.31319,50,True,bb_lower_1,82,True,sell-bb_lower_1,118,15,34,0.031,0.05,0.175,-0.277
,506,69,0.12%,0.0,0.00081059,BTC,8.10,128.5 m,-1.75181,50,True,bb_lower_1,63,False,sell-bb_upper_1,104,36,14,0.038,0.054,0.185,-0.038
,507,69,-0.01%,0.0,-0.00009575,BTC,-0.96,133.9 m,1.59574,50,True,bb_lower_1,34,False,sell-bb_upper_1,58,32,33,0.028,0.025,0.089,-0.047
,508,68,-0.07%,0.0,-0.00049979,BTC,-4.99,138.3 m,3.25462,50,True,bb_lower_1,53,False,sell-bb_upper_1,45,40,19,0.023,0.045,0.12,-0.07
,509,68,-0.02%,0.0,-0.00012391,BTC,-1.24,139.4 m,2.34208,50,True,bb_lower_1,69,False,sell-bb_upper_1,45,25,16,0.015,0.022,0.118,-0.118
,510,68,0.17%,0.027018499999999997,0.00114755,BTC,11.46,153.3 m,-3.50494,50,True,bb_lower_1,39,False,sell-bb_upper_1,67,53,33,0.023,0.034,0.148,-0.112
,511,68,0.09%,0.0,0.00062732,BTC,6.27,142.9 m,-1.23463,50,True,bb_lower_1,55,False,sell-bb_upper_1,48,42,14,0.034,0.023,0.126,-0.228
,512,69,-0.18%,0.0,-0.00126094,BTC,-12.60,114.1 m,6.82599,50,True,bb_lower_1,71,False,sell-bb_upper_1,23,20,28,0.03,0.045,0.102,-0.04
,513,69,-0.04%,0.0,-0.00027142,BTC,-2.71,113.9 m,2.51671,50,True,bb_lower_1,68,False,sell-bb_upper_1,36,36,21,0.034,0.059,0.059,-0.036
,514,68,0.10%,0.0,0.00070749,BTC,7.07,145.4 m,-1.63494,50,True,bb_lower_1,63,False,sell-bb_upper_1,57,33,19,0.037,0.041,0.143,-0.116
,515,68,-0.10%,0.0,-0.00067904,BTC,-6.78,138.8 m,3.81083,50,True,bb_lower_1,97,False,sell-bb_upper_1,31,39,13,0.03,0.042,0.184,-0.1
,516,68,0.26%,0.027018499999999997,0.00176708,BTC,17.65,154.6 m,-5.82419,50,True,bb_lower_1,60,False,sell-bb_upper_1,106,45,28,0.031,0.066,0.102,-0.185
,517,71,-0.05%,0.056423,-0.00033708,BTC,-3.37,81.1 m,3.90232,50,True,bb_lower_1,67,False,sell-bb_lower_1,80,11,21,0.013,0.062,0.07,-0.287
,518,69,0.06%,0.0,0.00040830,BTC,4.08,143.0 m,-0.30565,50,True,bb_lower_1,70,False,sell-bb_upper_1,74,44,15,0.011,0.027,0.106,-0.317
,519,68,0.06%,0.0615165,0.00038978,BTC,3.89,157.3 m,-0.23314,50,True,bb_lower_1,68,False,sell-bb_upper_1,120,25,40,0.011,0.011,0.042,-0.263
,520,68,0.20%,0.027018499999999997,0.00138359,BTC,13.82,163.5 m,-4.19853,50,True,bb_lower_1,86,False,sell-bb_upper_1,104,42,36,0.026,0.017,0.109,-0.265
,521,71,-0.05%,0.056423,-0.00034378,BTC,-3.43,81.8 m,3.80619,50,True,bb_lower_1,71,False,sell-bb_lower_1,51,53,28,0.022,0.019,0.039,-0.325
,522,68,0.11%,0.0,0.00075133,BTC,7.51,144.7 m,-1.79572,50,True,bb_lower_1,78,False,sell-bb_upper_1,83,13,22,0.031,0.021,0.037,-0.334
,523,68,0.03%,0.027018499999999997,0.00022831,BTC,2.28,119.3 m,0.53054,50,True,bb_lower_1,90,False,sell-bb_middle_1,29,51,17,0.02,0.019,0.025,-0.317
,524,71,-0.05%,0.056423,-0.00036219,BTC,-3.62,81.5 m,3.99431,50,True,bb_lower_1,93,False,sell-bb_lower_1,99,27,38,0.017,0.03,0.18,-0.277
,525,123,-0.25%,0.052221,-0.00306321,BTC,-30.60,85.1 m,14.12466,49,True,bb_lower_1,79,False,sell-bb_lower_1,84,44,15,0.029,0.011,0.19,-0.316
,526,123,-0.24%,0.054036999999999995,-0.00289591,BTC,-28.93,85.1 m,13.25191,49,True,bb_lower_1,69,False,sell-bb_lower_1,92,42,12,0.026,0.034,0.055,-0.28
,527,71,-0.04%,0.054036999999999995,-0.00030135,BTC,-3.01,81.1 m,3.28368,50,True,bb_lower_1,83,False,sell-bb_lower_1,16,50,10,0.037,0.025,0.04,-0.343
,528,123,-0.26%,0.052221,-0.00318979,BTC,-31.87,85.1 m,14.49340,49,True,bb_lower_1,81,False,sell-bb_lower_1,85,42,31,0.04,0.01,0.011,-0.312
,529,622,-0.04%,0.1722845,-0.00277649,BTC,-27.74,225.1 m,10.76574,18,False,bb_lower_1,99,False,sell-bb_upper_1,119,55,36,0.034,0.031,0.039,-0.292
,530,771,-0.04%,0.242936,-0.00338053,BTC,-33.77,153.3 m,13.99535,39,False,bb_lower_1,74,False,sell-bb_middle_1,118,55,26,0.037,0.058,0.125,-0.279
,531,768,-0.04%,0.23881500000000003,-0.00340017,BTC,-33.97,154.2 m,15.37683,34,False,bb_lower_1,79,False,sell-bb_middle_1,116,56,37,0.04,0.046,0.032,-0.296
,532,768,-0.06%,0.252552,-0.00425363,BTC,-42.49,153.1 m,18.08822,39,False,bb_lower_1,84,False,sell-bb_middle_1,114,44,39,0.017,0.047,0.141,-0.346
,533,806,-0.07%,0.219951,-0.00580587,BTC,-58.00,141.0 m,23.09551,39,False,bb_lower_1,78,False,sell-bb_middle_1,108,26,13,0.015,0.061,0.043,-0.312
,534,782,-0.08%,0.23881500000000003,-0.00660551,BTC,-65.99,149.0 m,22.15080,38,False,bb_lower_1,94,False,sell-bb_middle_1,116,52,12,0.019,0.056,0.183,-0.247
,535,767,-0.01%,0.24874,-0.00097382,BTC,-9.73,153.5 m,10.47265,20,False,bb_lower_1,97,False,sell-bb_middle_1,119,53,32,0.022,0.012,0.136,-0.342
,536,767,-0.04%,0.23523300000000003,-0.00309545,BTC,-30.92,154.3 m,15.60629,38,False,bb_lower_1,81,False,sell-bb_middle_1,119,55,18,0.038,0.019,0.092,-0.333
,537,639,-0.10%,0.085764,-0.00617970,BTC,-61.73,212.2 m,17.32944,38,False,bb_lower_1,87,False,sell-bb_upper_1,120,49,23,0.019,0.036,0.186,-0.306
,538,772,-0.03%,0.2374335,-0.00213161,BTC,-21.29,152.7 m,12.84535,22,False,bb_lower_1,96,False,sell-bb_middle_1,116,46,29,0.032,0.033,0.096,-0.293
,539,765,-0.05%,0.23971,-0.00414015,BTC,-41.36,154.9 m,17.27848,39,False,bb_lower_1,98,False,sell-bb_middle_1,114,56,36,0.026,0.049,0.131,-0.322
,540,776,-0.04%,0.250262,-0.00305647,BTC,-30.53,150.5 m,15.39602,24,False,bb_lower_1,97,False,sell-bb_middle_1,117,42,33,0.017,0.037,0.15,-0.315
,541,395,-0.06%,0.143598,-0.00239022,BTC,-23.88,89.4 m,18.43068,45,True,bb_lower_1,38,True,sell-bb_middle_1,113,14,17,0.024,0.011,0.071,-0.027
,542,57,0.93%,0.299393,0.00531197,BTC,53.07,391.3 m,-17.17551,50,True,bb_lower_1,73,True,sell-bb_lower_1,104,38,35,0.026,0.044,0.188,-0.302
,543,375,0.02%,0.027018,0.00057194,BTC,5.71,104.2 m,4.85247,45,True,bb_lower_1,41,True,sell-bb_upper_1,116,55,13,0.028,0.034,0.132,-0.021
,544,390,-0.07%,0.167299,-0.00285793,BTC,-28.55,96.4 m,18.84897,45,True,bb_lower_1,37,True,sell-bb_middle_1,110,31,11,0.025,0.035,0.196,-0.032
,545,456,-0.09%,0.081706,-0.00410914,BTC,-41.05,63.1 m,30.22275,45,True,bb_lower_1,33,True,sell-bb_lower_1,120,32,18,0.034,0.027,0.042,-0.046
,546,508,-0.08%,0.2033675,-0.00409941,BTC,-40.95,112.0 m,24.49843,44,True,bb_lower_1,50,True,sell-bb_lower_1,120,47,24,0.014,0.027,0.197,-0.061
,547,577,-0.11%,0.14549800000000002,-0.00636473,BTC,-63.58,85.5 m,38.71422,43,True,bb_lower_1,36,True,sell-bb_middle_1,109,45,17,0.025,0.03,0.108,-0.022
,548,162,-0.25%,0.030198,-0.00405208,BTC,-40.48,74.5 m,26.45155,44,True,bb_lower_4,34,True,sell-bb_lower_1,117,26,39,0.039,0.056,0.06,-0.024
,549,292,-0.01%,0.0,-0.00021768,BTC,-2.17,192.0 m,4.89595,45,True,bb_lower_1,63,True,sell-bb_middle_1,118,48,31,0.029,0.014,0.063,-0.026
,550,170,-0.22%,0.0523905,-0.00374155,BTC,-37.38,86.8 m,22.82744,45,True,bb_lower_2,37,True,sell-bb_middle_1,103,47,17,0.037,0.033,0.065,-0.025
,551,112,-0.20%,0.0,-0.00225820,BTC,-22.56,220.7 m,8.51217,45,True,bb_lower_2,59,True,sell-bb_middle_1,117,54,28,0.033,0.027,0.112,-0.033
,552,166,-0.28%,0.06909950000000001,-0.00470294,BTC,-46.98,90.1 m,26.66388,45,True,bb_lower_2,49,True,sell-bb_lower_1,112,54,24,0.023,0.06,0.172,-0.029
,553,59,0.87%,0.1513,0.00513951,BTC,51.34,390.5 m,-17.02720,50,True,bb_lower_1,70,True,sell-bb_lower_1,117,44,30,0.032,0.056,0.08,-0.296
,554,930,-0.32%,0.0,-0.02955494,BTC,-295.25,137.6 m,78.60091,50,False,bb_lower_1,93,True,sell-bb_upper_1,52,12,31,0.039,0.056,0.164,-0.038
,555,1201,-0.22%,0.0,-0.02620597,BTC,-261.80,93.0 m,94.88057,50,False,bb_lower_1,94,False,sell-bb_upper_1,57,50,12,0.033,0.054,0.03,-0.024
,556,59,0.89%,0.299393,0.00523747,BTC,52.32,351.9 m,-16.45512,50,True,bb_lower_1,71,True,sell-bb_lower_1,111,23,37,0.035,0.03,0.011,-0.265
,557,807,-0.29%,0.0,-0.02369523,BTC,-236.72,168.0 m,63.16491,50,False,bb_lower_1,100,True,sell-bb_upper_1,45,22,17,0.028,0.051,0.071,-0.056
,558,772,-0.30%,0.0,-0.02284882,BTC,-228.26,181.0 m,56.92852,50,False,bb_lower_1,96,True,sell-bb_middle_1,60,30,23,0.037,0.016,0.095,-0.049
,559,813,-0.33%,0.161795,-0.02691028,BTC,-268.83,160.7 m,70.83686,50,False,bb_lower_1,78,True,sell-bb_middle_1,77,41,17,0.012,0.062,0.038,-0.047
,560,634,-0.21%,0.0,-0.01314967,BTC,-131.37,226.3 m,30.71878,50,False,bb_lower_1,59,True,sell-bb_upper_1,76,53,20,0.022,0.037,0.198,-0.074
,561,698,-0.26%,0.0,-0.01850966,BTC,-184.91,207.0 m,46.81284,50,False,bb_lower_1,75,True,sell-bb_upper_1,78,51,16,0.02,0.012,0.103,-0.056
,562,1061,-0.29%,0.0,-0.03063959,BTC,-306.09,117.7 m,97.08474,50,False,bb_lower_1,79,True,sell-bb_upper_1,63,19,32,0.039,0.026,0.076,-0.027
,563,942,-0.23%,0.0,-0.02185039,BTC,-218.29,124.9 m,63.11252,50,False,bb_lower_1,85,False,sell-bb_upper_1,33,55,23,0.023,0.064,0.101,-0.044
,564,512,-0.20%,0.0,-0.01023861,BTC,-102.28,329.6 m,20.04209,50,False,bb_lower_1,78,True,sell-bb_upper_1,102,27,27,0.023,0.038,0.165,-0.104
,565,448,-0.08%,0.0,-0.00377288,BTC,-37.69,403.4 m,8.54446,50,False,bb_lower_1,74,True,sell-bb_lower_1,42,53,36,0.027,0.035,0.011,-0.203
,566,58,0.72%,0.312094,0.00418359,BTC,41.79,362.1 m,-15.74089,50,True,bb_lower_1,73,True,sell-bb_upper_1,115,18,29,0.016,0.042,0.033,-0.305
,567,451,-0.15%,0.0,-0.00672603,BTC,-67.19,398.9 m,12.51275,50,False,bb_lower_1,82,True,sell-bb_lower_1,85,32,31,0.037,0.039,0.046,-0.161
,568,598,-0.34%,0.0,-0.02028603,BTC,-202.66,271.3 m,38.75523,50,False,bb_lower_1,77,True,sell-bb_upper_1,20,15,33,0.035,0.063,0.034,-0.148
,569,544,-0.27%,0.0,-0.01463575,BTC,-146.21,313.4 m,27.43941,50,False,bb_lower_1,96,True,sell-bb_middle_1,26,26,33,0.035,0.055,0.083,-0.146
,570,530,-0.23%,0.0,-0.01199955,BTC,-119.88,325.8 m,23.01081,50,False,bb_lower_1,87,True,sell-bb_middle_1,32,10,40,0.037,0.01,0.178,-0.164
,571,492,-0.12%,0.0,-0.00574079,BTC,-57.35,358.7 m,12.32518,50,False,bb_lower_1,100,True,sell-bb_middle_1,62,15,35,0.035,0.039,0.192,-0.141
,572,615,-0.19%,0.0,-0.01181358,BTC,-118.02,267.0 m,27.55048,50,False,bb_lower_1,77,True,sell-bb_lower_1,30,12,11,0.014,0.027,0.061,-0.194
,573,455,-0.11%,0.0,-0.00510814,BTC,-51.03,405.9 m,10.95513,50,False,bb_lower_1,73,True,sell-bb_upper_1,22,40,36,0.039,0.01,0.014,-0.291
,574,527,-0.07%,0.0,-0.00365690,BTC,-36.53,304.2 m,10.02056,50,False,bb_lower_1,62,True,sell-bb_upper_1,29,49,36,0.038,0.045,0.042,-0.221
,575,496,-0.19%,0.0,-0.00966292,BTC,-96.53,332.4 m,18.68180,50,False,bb_lower_1,66,True,sell-bb_middle_1,71,46,26,0.023,0.04,0.075,-0.15
,576,405,0.04%,0.0,0.00156318,BTC,15.62,462.1 m,0.60655,50,False,bb_lower_1,72,True,sell-bb_lower_1,102,25,32,0.035,0.016,0.196,-0.326
,577,65,0.51%,0.432991,0.00331117,BTC,33.08,212.3 m,-14.92728,50,True,bb_lower_1,57,True,sell-bb_upper_1,102,27,29,0.021,0.069,0.186,-0.324
,578,59,0.71%,0.231613,0.00420891,BTC,42.05,337.9 m,-14.80187,50,True,bb_lower_1,69,True,sell-bb_upper_1,103,32,17,0.029,0.013,0.035,-0.35
,579,32,-0.38%,0.0,-0.00120922,BTC,-12.08,228.8 m,4.84681,50,True,bb_lower_4,98,True,sell-bb_middle_1,50,41,36,0.04,0.054,0.036,-0.032
,580,57,0.68%,0.641331,0.00387628,BTC,38.72,456.1 m,-11.60318,50,True,bb_lower_1,76,True,sell-bb_lower_1,107,39,25,0.015,0.046,0.158,-0.316
,581,56,0.77%,0.3295055,0.00430088,BTC,42.97,487.8 m,-12.37362,50,True,bb_lower_1,76,True,sell-bb_upper_1,117,26,23,0.038,0.051,0.034,-0.226
,582,67,0.18%,0.170368,0.00118507,BTC,11.84,153.8 m,-4.56966,50,True,bb_lower_1,54,True,sell-bb_middle_1,100,23,11,0.025,0.039,0.159,-0.265
,583,60,0.47%,0.11223000000000001,0.00280641,BTC,28.04,307.0 m,-10.51431,50,True,bb_lower_1,64,True,sell-bb_middle_1,98,20,19,0.021,0.068,0.158,-0.329
,584,61,0.82%,0.434792,0.00500532,BTC,50.00,306.9 m,-15.95983,50,True,bb_lower_1,62,True,sell-bb_lower_1,105,50,12,0.034,0.037,0.114,-0.316
